HS|"id","nm"
FY|"72.08.08","Kasimbar"
GY|"72.08.09","Torue"
EZ|"72.08.10","Tinombo Selatan"
FZ|"72.08.11","Parigi Selatan"
GZ|"72.08.12","Mepanga"
HZ|"72.08.13","Toribulu"
IZ|"72.08.14","Taopa"
JZ|"72.08.15","Balinggi"
KZ|"72.08.16","Parigi Barat"
LZ|"72.08.17","Siniu"
MZ|"72.08.18","Palasa"
NZ|"72.08.19","Parigi Utara"
LA|"72.08.20","Parigi Tengah"
MA|"72.08.21","Bolano"
NA|"72.08.22","Ongka Malino"
OA|"72.08.23","Sidoan"
DC|"72.09.01","Una Una"
EC|"72.09.02","Togean"
FC|"72.09.03","Walea Kepulauan"
GC|"72.09.04","Ampana Tete"
HC|"72.09.05","Ampana Kota"
IC|"72.09.06","Ulubongka"
JC|"72.09.07","Tojo Barat"
KC|"72.09.08","Tojo"
LC|"72.09.09","Walea Besar"
JD|"72.09.10","Ratolindo"
KD|"72.09.11","Batudaka"
LD|"72.09.12","Talatako"
TY|"72.10.01","Sigi Biromaru"
UY|"72.10.02","Palolo"
VY|"72.10.03","Nokilalaki"
WY|"72.10.04","Lindu"
XY|"72.10.05","Kulawi"
YY|"72.10.06","Kulawi Selatan"
ZY|"72.10.07","Pipikoro"
AZ|"72.10.08","Gumbasa"
BZ|"72.10.09","Dolo Selatan"
ZZ|"72.10.10","Tanambulava"
AA|"72.10.11","Dolo Barat"
BA|"72.10.12","Dolo"
CA|"72.10.13","Kinovaro"
DA|"72.10.14","Marawola"
EA|"72.10.15","Marawola Barat"
YC|"72.11.01","Banggai"
ZC|"72.11.02","Banggai Utara"
AD|"72.11.03","Bokan Kepulauan"
BD|"72.11.04","Bangkurung"
CD|"72.11.05","Labobo"
DD|"72.11.06","Banggai Selatan"
ED|"72.11.07","Banggai Tengah"
DH|"72.12.01","Petasia"
EH|"72.12.02","Petasia Timur"
FH|"72.12.03","Lembo Raya"
GH|"72.12.04","Lembo"
HH|"72.12.05","Mori Atas"
IH|"72.12.06","Mori Utara"
JH|"72.12.07","Soyo Jaya"
KH|"72.12.08","Bungku Utara"
LH|"72.12.09","Mamosalato"
JI|"72.12.10","Petasia Barat"
AB|"72.71.01","Palu Timur"
BB|"72.71.02","Palu Barat"
CB|"72.71.03","Palu Selatan"
DB|"72.71.04","Palu Utara"
EB|"72.71.05","Ulujadi"
FB|"72.71.06","Tatanga"
GB|"72.71.07","Tawaeli"
HB|"72.71.08","Mantikulore"
OJ|"73.01.01","Benteng"
PJ|"73.01.02","Bontoharu"
QJ|"73.01.03","Bontomatene"
RJ|"73.01.04","Bontomanai"
SJ|"73.01.05","Bontosikuyu"
TJ|"73.01.06","Pasimasunggu"
UJ|"73.01.07","Pasimarannu"
VJ|"73.01.08","Taka Bonerate"
WJ|"73.01.09","Pasilambena"
UK|"73.01.10","Pasimasunggu Timur"
VK|"73.01.11","Buki"
TN|"73.02.01","Gantarang"
UN|"73.02.02","Ujung Bulu"
VN|"73.02.03","Bonto Bahari"
WN|"73.02.04","Bonto Tiro"
XN|"73.02.05","Herlang"
YN|"73.02.06","Kajang"
ZN|"73.02.07","Bulukumpa"
AO|"73.02.08","Kindang"
BO|"73.02.09","Ujungloe"
ZO|"73.02.10","Rilauale"
YR|"73.03.01","Bissappu"
ZR|"73.03.02","Bantaeng"
AS|"73.03.03","Eremerasa"
BS|"73.03.04","Tompo Bulu"
CS|"73.03.05","Pajukukang"
DS|"73.03.06","Uluere"
ES|"73.03.07","Gantarang Keke"
FS|"73.03.08","Sinoa"
DW|"73.04.01","Bangkala"
EW|"73.04.02","Tamalatea"
FW|"73.04.03","Binamu"
GW|"73.04.04","Batang"
HW|"73.04.05","Kelara"
IW|"73.04.06","Bangkala Barat"
JW|"73.04.07","Bontoramba"
KW|"73.04.08","Turatea"
LW|"73.04.09","Arungkeke"
JX|"73.04.10","Rumbia"
KX|"73.04.11","Tarowang"
IA|"73.05.01","Mappakasunggu"
JA|"73.05.02","Mangarabombang"
KA|"73.05.03","Polongbangkeng Selatan"
LA|"73.05.04","Polongbangkeng Utara"
MA|"73.05.05","Galesong Selatan"
NA|"73.05.06","Galesong Utara"
OA|"73.05.07","Pattallassang"
PA|"73.05.08","Sanrobone"
QA|"73.05.09","Galesong"
OB|"73.05.10","Kepulauan Tanakeke"
PB|"73.05.11","Polongbangkeng Timur"
QB|"73.05.12","Laikang"
NE|"73.06.01","Bontonompo"
OE|"73.06.02","Bajeng"
PE|"73.06.03","Tompobulu"
QE|"73.06.04","Tinggimoncong"
RE|"73.06.05","Parangloe"
SE|"73.06.06","Bontomarannu"
TE|"73.06.07","Pallangga"
UE|"73.06.08","Somba Opu"
VE|"73.06.09","Bungaya"
TF|"73.06.10","Tombolopao"
UF|"73.06.11","Biringbulu"
VF|"73.06.12","Barombong"
WF|"73.06.13","Pattallasang"
XF|"73.06.14","Manuju"
YF|"73.06.15","Bontolempangang"
ZF|"73.06.16","Bontonompo Selatan"
AG|"73.06.17","Parigi"
BG|"73.06.18","Bajeng Barat"
SI|"73.07.01","Sinjai Barat"
TI|"73.07.02","Sinjai Selatan"
UI|"73.07.03","Sinjai Timur"
VI|"73.07.04","Sinjai Tengah"
WI|"73.07.05","Sinjai Utara"
XI|"73.07.06","Bulupoddo"
YI|"73.07.07","Sinjai Borong"
ZI|"73.07.08","Tellu Limpoe"
AJ|"73.07.09","Pulau Sembilan"
XM|"73.08.01","Bontocani"
YM|"73.08.02","Kahu"
ZM|"73.08.03","Kajuara"
AN|"73.08.04","Salomekko"
BN|"73.08.05","Tonra"
CN|"73.08.06","Libureng"
DN|"73.08.07","Mare"
EN|"73.08.08","Sibulue"
FN|"73.08.09","Barebbo"
DO|"73.08.10","Cina"
EO|"73.08.11","Ponre"
FO|"73.08.12","Lappariaja"
GO|"73.08.13","Lamuru"
HO|"73.08.14","Ulaweng"
IO|"73.08.15","Palakka"
JO|"73.08.16","Awangpone"
KO|"73.08.17","Tellu Siattinge"
LO|"73.08.18","Ajangale"
MO|"73.08.19","Dua Boccoe"
KP|"73.08.20","Cenrana"
LP|"73.08.21","Tanete Riattang"
MP|"73.08.22","Tanete Riattang Barat"
NP|"73.08.23","Tanete Riattang Timur"
OP|"73.08.24","Amali"
PP|"73.08.25","Tellulimpoe"
QP|"73.08.26","Bengo"
RP|"73.08.27","Patimpeng"
CR|"73.09.01","Mandai"
DR|"73.09.02","Camba"
ER|"73.09.03","Bantimurung"
FR|"73.09.04","Maros Baru"
GR|"73.09.05","Bontoa"
HR|"73.09.06","Malllawa"
IR|"73.09.07","Tanralili"
JR|"73.09.08","Marusu"
KR|"73.09.09","Simbang"
IS|"73.09.10","Cenrana"
JS|"73.09.11","Tompobulu"
KS|"73.09.12","Lau"
LS|"73.09.13","Moncongloe"
MS|"73.09.14","Turikale"
SN|"73.10.01","Liukang Tangaya"
TN|"73.10.02","Liukang Kalmas"
UN|"73.10.03","Liukang Tupabbiring"
VN|"73.10.04","Pangkajene"
WN|"73.10.05","Balocci"
XN|"73.10.06","Bungoro"
YN|"73.10.07","Labakkang"
ZN|"73.10.08","Marang"
AO|"73.10.09","Segeri"
YO|"73.10.10","Minasate'ne"
ZO|"73.10.11","Mandalle"
AP|"73.10.12","Tondong Tallasa"
BP|"73.10.13","Liukang Tupabbiring Utara"
XR|"73.11.01","Tanete Riaja"
YR|"73.11.02","Tanete Rilau"
ZR|"73.11.03","Barru"
AS|"73.11.04","Soppeng Riaja"
BS|"73.11.05","Mallusetasi"
CS|"73.11.06","Pujananting"
DS|"73.11.07","Balusu"
CW|"73.12.01","Marioriwawo"
DW|"73.12.02","Liliriaja"
EW|"73.12.03","Lilirilau"
FW|"73.12.04","Lalabata"
GW|"73.12.05","Marioriawa"
HW|"73.12.06","Donri-Donri"
IW|"73.12.07","Ganra"
JW|"73.12.08","Citta"
HA|"73.13.01","Sabangparu"
IA|"73.13.02","Pammana"
JA|"73.13.03","Takkalalla"
KA|"73.13.04","Sajoanging"
LA|"73.13.05","Majauleng"
MA|"73.13.06","Tempe"
NA|"73.13.07","Belawa"
OA|"73.13.08","Tanasitolo"
PA|"73.13.09","Maniangpajo"
NB|"73.13.10","Pitumpanua"
OB|"73.13.11","Bola"
PB|"73.13.12","Penrang"
QB|"73.13.13","Gilireng"
RB|"73.13.14","Keera"
ME|"73.14.01","Panca Lautang"
NE|"73.14.02","Tellu Limpoe"
OE|"73.14.03","Watang Pulu"
PE|"73.14.04","Baranti"
QE|"73.14.05","Panca Rijang"
RE|"73.14.06","Kulo"
SE|"73.14.07","Maritengngae"
TE|"73.14.08","Watang Sidenreng"
UE|"73.14.09","Dua Pitue"
SF|"73.14.10","Pitu Riawa"
TF|"73.14.11","Pitu Riase"
RI|"73.15.01","Mattiro Sompe"
SI|"73.15.02","Suppa"
TI|"73.15.03","Mattiro Bulu"
UI|"73.15.04","Watang Sawitto"
VI|"73.15.05","Patampanua"
WI|"73.15.06","Duampanua"
XI|"73.15.07","Lembang"
YI|"73.15.08","Cempa"
ZI|"73.15.09","Tiroang"
XJ|"73.15.10","Lanrisang"
YJ|"73.15.11","Paleteang"
ZJ|"73.15.12","Batulappa"
WM|"73.16.01","Maiwa"
XM|"73.16.02","Enrekang"
YM|"73.16.03","Baraka"
ZM|"73.16.04","Anggeraja"
AN|"73.16.05","Alla"
BN|"73.16.06","Bungin"
CN|"73.16.07","Cendana"
DN|"73.16.08","Curio"
EN|"73.16.09","Malua"
CO|"73.16.10","Buntu Batu"
DO|"73.16.11","Masalle"
EO|"73.16.12","Baroko"
BR|"73.17.01","Basse Sangtempe"
CR|"73.17.02","Larompong"
DR|"73.17.03","Suli"
ER|"73.17.04","Bajo"
FR|"73.17.05","Bua Ponrang"
GR|"73.17.06","Walenrang"
HR|"73.17.07","Belopa"
IR|"73.17.08","Bua"
JR|"73.17.09","Lamasi"
HS|"73.17.10","Larompong Selatan"
IS|"73.17.11","Ponrang"
JS|"73.17.12","Latimojong"
KS|"73.17.13","Kamanre"
LS|"73.17.14","Belopa Utara"
MS|"73.17.15","Walenrang Barat"
NS|"73.17.16","Walenrang Utara"
OS|"73.17.17","Walenrang Timur"
PS|"73.17.18","Lamasi Timur"
QS|"73.17.19","Suli Barat"
OT|"73.17.20","Bajo Barat"
PT|"73.17.21","Ponrang Selatan"
QT|"73.17.22","Basse Sangtempe Utara"
GV|"73.18.01","Salupputti"
HV|"73.18.02","Bittuang"
IV|"73.18.03","Bonggakaradeng"
KV|"73.18.05","Makale"
OV|"73.18.09","Simbuang"
NW|"73.18.11","Rantetayo"
OW|"73.18.12","Mengkendek"
PW|"73.18.13","Sangalla'"
VW|"73.18.19","Gandangbatu Sillanan"
TX|"73.18.20","Rembon"
AY|"73.18.27","Makale Utara"
BY|"73.18.28","Mappak"
CY|"73.18.29","Makale Selatan"
BZ|"73.18.31","Masanda"
DZ|"73.18.33","Sangalla' Selatan"
EZ|"73.18.34","Sangalla' Utara"
FZ|"73.18.35","Malimbong Balepe'"
HZ|"73.18.37","Rano"
IZ|"73.18.38","Kurra"
LE|"73.22.01","Malangke"
ME|"73.22.02","Bone Bone"
NE|"73.22.03","Masamba"
OE|"73.22.04","Sabbang"
PE|"73.22.05","Rongkong"
QE|"73.22.06","Sukamaju"
RE|"73.22.07","Seko"
SE|"73.22.08","Malangke Barat"
TE|"73.22.09","Rampi"
RF|"73.22.10","Mappedeceng"
SF|"73.22.11","Baebunta"
TF|"73.22.12","Tana Lili"
UF|"73.22.13","Sukamaju Selatan"
VF|"73.22.14","Baebunta Selatan"
WF|"73.22.15","Sabbang Selatan"
VM|"73.24.01","Mangkutana"
WM|"73.24.02","Nuha"
XM|"73.24.03","Towuti"
YM|"73.24.04","Malili"
ZM|"73.24.05","Angkona"
AN|"73.24.06","Wotu"
BN|"73.24.07","Burau"
CN|"73.24.08","Tomoni"
DN|"73.24.09","Tomoni Timur"
BO|"73.24.10","Kalaena"
CO|"73.24.11","Wasuponda"
FV|"73.26.01","Rantepao"
GV|"73.26.02","Sesean"
HV|"73.26.03","Nanggala"
IV|"73.26.04","Rindingallo"
JV|"73.26.05","Buntao"
KV|"73.26.06","Sa'dan"
LV|"73.26.07","Sanggalangi"
MV|"73.26.08","Sopai"
NV|"73.26.09","Tikala"
LW|"73.26.10","Balusu"
MW|"73.26.11","Tallunglipu"
NW|"73.26.12","Dende' Piongan Napo"
OW|"73.26.13","Buntu Pepasan"
PW|"73.26.14","Baruppu"
QW|"73.26.15","Kesu"
RW|"73.26.16","Tondon"
SW|"73.26.17","Bangkelekila"
TW|"73.26.18","Rantebua"
UW|"73.26.19","Sesean Suloara"
SX|"73.26.20","Kapala Pitu"
TX|"73.26.21","Awan Rante Karua"
ZP|"73.71.01","Mariso"
AQ|"73.71.02","Mamajang"
BQ|"73.71.03","Makassar"
CQ|"73.71.04","Ujung Pandang"
DQ|"73.71.05","Wajo"
EQ|"73.71.06","Bontoala"
FQ|"73.71.07","Tallo"
GQ|"73.71.08","Ujung Tanah"
HQ|"73.71.09","Panakkukang"
FR|"73.71.10","Tamalate"
GR|"73.71.11","Biringkanaya"
HR|"73.71.12","Manggala"
IR|"73.71.13","Rappocini"
JR|"73.71.14","Tamalanrea"
KR|"73.71.15","Kepulauan Sangkarrang"
EU|"73.72.01","Bacukiki"
FU|"73.72.02","Ujung"
GU|"73.72.03","Soreang"
HU|"73.72.04","Bacukiki Barat"
JY|"73.73.01","Wara"
KY|"73.73.02","Wara Utara"
LY|"73.73.03","Wara Selatan"
MY|"73.73.04","Telluwanua"
NY|"73.73.05","Wara Timur"
OY|"73.73.06","Wara Barat"
PY|"73.73.07","Sendana"
QY|"73.73.08","Mungkajang"
RY|"73.73.09","Bara"
NY|"74.01.01","Wundulako"
QY|"74.01.04","Kolaka"
TY|"74.01.07","Pomalaa"
UY|"74.01.08","Watubangga"
TZ|"74.01.10","Wolo"
VZ|"74.01.12","Baula"
XZ|"74.01.14","Latambaga"
BA|"74.01.18","Tanggetada"
AB|"74.01.20","Samaturu"
EB|"74.01.24","Toari"
FB|"74.01.25","Polinggona"
HB|"74.01.27","Iwoimendaa"
SC|"74.02.01","Lambuya"
TC|"74.02.02","Unaaha"
UC|"74.02.03","Wawotobi"
VC|"74.02.04","Pondidaha"
WC|"74.02.05","Sampara"
YD|"74.02.10","Abuki"
ZD|"74.02.11","Soropia"
DE|"74.02.15","Tongauna"
EE|"74.02.16","Latoma"
FE|"74.02.17","Puriala"
GE|"74.02.18","Uepai"
HE|"74.02.19","Wonggeduku"
FF|"74.02.20","Besulutu"
GF|"74.02.21","Bondoala"
IF|"74.02.23","Routa"
JF|"74.02.24","Anggaberi"
KF|"74.02.25","Meluhu"
NF|"74.02.28","Amonggedo"
NG|"74.02.31","Asinua"
OG|"74.02.32","Konawe"
PG|"74.02.33","Kapoiala"
SG|"74.02.36","Lalonggasumeeto"
TG|"74.02.37","Onembute"
UG|"74.02.38","Padangguni"
VG|"74.02.39","Morosi"
TH|"74.02.40","Anggalomoare"
UH|"74.02.41","Wonggeduku Barat"
VH|"74.02.42","Tongauna Utara"
CH|"74.03.06","Napabalano"
DH|"74.03.07","Maligano"
GI|"74.03.13","Wakorumba Selatan"
HI|"74.03.14","Lasalepa"
II|"74.03.15","Batalaiworu"
JI|"74.03.16","Katobu"
KI|"74.03.17","Duruka"
LI|"74.03.18","Lohia"
MI|"74.03.19","Watopute"
KJ|"74.03.20","Kontunaga"
NJ|"74.03.23","Kabangka"
OJ|"74.03.24","Kabawo"
PJ|"74.03.25","Parigi"
QJ|"74.03.26","Bone"
RJ|"74.03.27","Tongkuno"
SJ|"74.03.28","Pasir Putih"
RK|"74.03.30","Kontu Kowuna"
SK|"74.03.31","Marobo"
TK|"74.03.32","Tongkuno Selatan"
UK|"74.03.33","Pasi Kolaga"
VK|"74.03.34","Batukara"
YK|"74.03.37","Towea"
JM|"74.04.11","Pasarwajo"
RN|"74.04.22","Kapontori"
SN|"74.04.23","Lasalimu"
TN|"74.04.24","Lasalimu Selatan"
WN|"74.04.27","Siotapina"
XN|"74.04.28","Wolowa"
YN|"74.04.29","Wabula"
HP|"74.05.01","Tinanggea"
IP|"74.05.02","Angata"
JP|"74.05.03","Andoolo"
KP|"74.05.04","Palangga"
LP|"74.05.05","Landono"
MP|"74.05.06","Lainea"
NP|"74.05.07","Konda"
OP|"74.05.08","Ranomeeto"
PP|"74.05.09","Kolono"
NQ|"74.05.10","Moramo"
OQ|"74.05.11","Laonti"
PQ|"74.05.12","Lalembuu"
QQ|"74.05.13","Benua"
RQ|"74.05.14","Palangga Selatan"
SQ|"74.05.15","Mowila"
TQ|"74.05.16","Moramo Utara"
UQ|"74.05.17","Buke"
VQ|"74.05.18","Wolasi"
WQ|"74.05.19","Laeya"
UR|"74.05.20","Baito"
VR|"74.05.21","Basala"
WR|"74.05.22","Ranomeeto Barat"
XR|"74.05.23","Kolono Timur"
YR|"74.05.24","Sabulakoa"
ZR|"74.05.25","Andoolo Barat"
MT|"74.06.01","Poleang"
NT|"74.06.02","Poleang Timur"
OT|"74.06.03","Rarowatu"
PT|"74.06.04","Rumbia"
QT|"74.06.05","Kabaena"
RT|"74.06.06","Kabaena Timur"
ST|"74.06.07","Poleang Barat"
TT|"74.06.08","Mata Oleo"
UT|"74.06.09","Rarowatu Utara"
SU|"74.06.10","Poleang Utara"
TU|"74.06.11","Poleang Selatan"
UU|"74.06.12","Poleang Tenggara"
VU|"74.06.13","Kabaena Selatan"
WU|"74.06.14","Kabaena Barat"
XU|"74.06.15","Kabaena Utara"
YU|"74.06.16","Kabaena Tengah"
ZU|"74.06.17","Kep. Masaloka Raya"
AV|"74.06.18","Rumbia Tengah"
BV|"74.06.19","Poleang Tengah"
ZV|"74.06.20","Tontonunu"
AW|"74.06.21","Lantari Jaya"
BW|"74.06.22","Mata Usu"
RX|"74.07.01","Wangi-Wangi"
SX|"74.07.02","Kaledupa"
TX|"74.07.03","Tomia"
UX|"74.07.04","Binongko"
VX|"74.07.05","Wangi Wangi Selatan"
WX|"74.07.06","Kaledupa Selatan"
XX|"74.07.07","Tomia Timur"
YX|"74.07.08","Togo Binongko"
WB|"74.08.01","Lasusua"
XB|"74.08.02","Pakue"
YB|"74.08.03","Batu Putih"
ZB|"74.08.04","Rante Angin"
AC|"74.08.05","Kodeoha"
BC|"74.08.06","Ngapa"
CC|"74.08.07","Wawo"
DC|"74.08.08","Lambai"
EC|"74.08.09","Watunohu"
CD|"74.08.10","Pakue Tengah"
DD|"74.08.11","Pakue Utara"
ED|"74.08.12","Porehu"
FD|"74.08.13","Katoi"
GD|"74.08.14","Tiwu"
HD|"74.08.15","Tolala"
BG|"74.09.01","Asera"
CG|"74.09.02","Wiwirano"
DG|"74.09.03","Langgikima"
EG|"74.09.04","Molawe"
FG|"74.09.05","Lasolo"
GG|"74.09.06","Lembo"
HG|"74.09.07","Sawa"
IG|"74.09.08","Oheo"
JG|"74.09.09","Andowia"
HH|"74.09.10","Motui"
IH|"74.09.11","Wawolesea"
JH|"74.09.12","Lasolo Kepulauan"
KH|"74.09.13","Landawe"
RC|"74.10.01","Kulisusu"
SC|"74.10.02","Kambowa"
TC|"74.10.03","Bonegunu"
UC|"74.10.04","Kulisusu Barat"
VC|"74.10.05","Kulisusu Utara"
WC|"74.10.06","Wakorumba Utara"
WG|"74.11.01","Tirawuta"
XG|"74.11.02","Loea"
YG|"74.11.03","Ladongi"
ZG|"74.11.04","Poli Polia"
AH|"74.11.05","Lambandia"
BH|"74.11.06","Lalolae"
CH|"74.11.07","Mowewe"
DH|"74.11.08","Uluiwoi"
EH|"74.11.09","Tinondo"
CI|"74.11.10","Aere"
DI|"74.11.11","Ueesi"
EI|"74.11.12","Dangia"
BL|"74.12.01","Wawonii Barat"
CL|"74.12.02","Wawonii Utara"
DL|"74.12.03","Wawonii Timur Laut"
EL|"74.12.04","Wawonii Timur"
FL|"74.12.05","Wawonii Tenggara"
GL|"74.12.06","Wawonii Selatan"
HL|"74.12.07","Wawonii Tengah"
GP|"74.13.01","Sawerigadi"
HP|"74.13.02","Barangka"
IP|"74.13.03","Lawa"
JP|"74.13.04","Wadaga"
KP|"74.13.05","Tiworo Selatan"
LP|"74.13.06","Maginti"
MP|"74.13.07","Tiworo Tengah"
NP|"74.13.08","Tiworo Utara"
OP|"74.13.09","Tiworo Kepulauan"
MQ|"74.13.10","Kusambi"
NQ|"74.13.11","Napano Kusambi"
LT|"74.14.01","Lakudo"
MT|"74.14.02","Mawasangka Timur"
NT|"74.14.03","Mawasangka Tengah"
OT|"74.14.04","Mawasangka"
PT|"74.14.05","Talaga Raya"
QT|"74.14.06","Gu"
RT|"74.14.07","Sangia Wambulu"
QX|"74.15.01","Batauga"
RX|"74.15.02","Sampolawa"
SX|"74.15.03","Lapandewa"
TX|"74.15.04","Batu Atas"
UX|"74.15.05","Siompu Barat"
VX|"74.15.06","Siompu"
WX|"74.15.07","Kadatua"
YE|"74.71.01","Mandonga"
ZE|"74.71.02","Kendari"
AF|"74.71.03","Baruga"
BF|"74.71.04","Poasia"
CF|"74.71.05","Kendari Barat"
DF|"74.71.06","Abeli"
EF|"74.71.07","Wua-Wua"
FF|"74.71.08","Kadia"
GF|"74.71.09","Puuwatu"
EG|"74.71.10","Kambu"
FG|"74.71.11","Nambo"
DJ|"74.72.01","Betoambari"
EJ|"74.72.02","Wolio"
FJ|"74.72.03","Sorawolio"
GJ|"74.72.04","Bungi"
HJ|"74.72.05","Kokalukuna"
IJ|"74.72.06","Murhum"
JJ|"74.72.07","Lea-Lea"
KJ|"74.72.08","Batupoaro"
QP|"75.01.01","Limboto"
RP|"75.01.02","Telaga"
SP|"75.01.03","Batudaa"
TP|"75.01.04","Tibawa"
UP|"75.01.05","Batudaa Pantai"
YP|"75.01.09","Boliyohuto"
WQ|"75.01.10","Telaga Biru"
XQ|"75.01.11","Bongomeme"
ZQ|"75.01.13","Tolangohula"
AR|"75.01.14","Mootilango"
CR|"75.01.16","Pulubala"
DR|"75.01.17","Limboto Barat"
ER|"75.01.18","Tilango"
FR|"75.01.19","Tabongo"
DS|"75.01.20","Biluhu"
ES|"75.01.21","Asparaga"
FS|"75.01.22","Talaga Jaya"
GS|"75.01.23","Bilato"
HS|"75.01.24","Dungaliyo"
VT|"75.02.01","Paguyaman"
WT|"75.02.02","Wonosari"
XT|"75.02.03","Dulupi"
YT|"75.02.04","Tilamuta"
ZT|"75.02.05","Mananggu"
AU|"75.02.06","Botumoito"
BU|"75.02.07","Paguyaman Pantai"
AY|"75.03.01","Tapa"
BY|"75.03.02","Kabila"
CY|"75.03.03","Suwawa"
DY|"75.03.04","Bonepantai"
EY|"75.03.05","Bulango Utara"
FY|"75.03.06","Tilongkabila"
GY|"75.03.07","Botupingge"
HY|"75.03.08","Kabila Bone"
IY|"75.03.09","Bone"
GZ|"75.03.10","Bone Raya"
HZ|"75.03.11","Suwawa Timur"
IZ|"75.03.12","Suwawa Selatan"
JZ|"75.03.13","Suwawa Tengah"
KZ|"75.03.14","Bulango Ulu"
LZ|"75.03.15","Bulango Selatan"
MZ|"75.03.16","Bulango Timur"
NZ|"75.03.17","Bulawa"
OZ|"75.03.18","Pinogu"
FC|"75.04.01","Popayato"
GC|"75.04.02","Lemito"
HC|"75.04.03","Randangan"
IC|"75.04.04","Marisa"
JC|"75.04.05","Paguat"
KC|"75.04.06","Patilanggio"
LC|"75.04.07","Taluditi"
MC|"75.04.08","Dengilo"
NC|"75.04.09","Buntulia"
LD|"75.04.10","Duhiadaa"
MD|"75.04.11","Wanggarasi"
ND|"75.04.12","Popayato Timur"
OD|"75.04.13","Popayato Barat"
KG|"75.05.01","Atinggola"
LG|"75.05.02","Kwandang"
MG|"75.05.03","Anggrek"
NG|"75.05.04","Sumalata"
OG|"75.05.05","Tolinggula"
PG|"75.05.06","Gentuma Raya"
QG|"75.05.07","Tomilito"
RG|"75.05.08","Ponelo Kepulauan"
SG|"75.05.09","Monano"
QH|"75.05.10","Biau"
RH|"75.05.11","Sumalata Timur"
BW|"75.71.01","Kota Barat"
CW|"75.71.02","Kota Selatan"
DW|"75.71.03","Kota Utara"
EW|"75.71.04","Dungingi"
FW|"75.71.05","Kota Timur"
GW|"75.71.06","Kota Tengah"
HW|"75.71.07","Sipatana"
IW|"75.71.08","Dumbo Raya"
JW|"75.71.09","Hulonthalangi"
PE|"76.01.01","Bambalamotu"
QE|"76.01.02","Pasangkayu"
RE|"76.01.03","Baras"
SE|"76.01.04","Sarudu"
TE|"76.01.05","Dapurang"
UE|"76.01.06","Duripoku"
VE|"76.01.07","Bulu Taba"
WE|"76.01.08","Tikke Raya"
XE|"76.01.09","Pedongga"
VF|"76.01.10","Bambaira"
WF|"76.01.11","Sarjo"
XF|"76.01.12","Lariang"
UI|"76.02.01","Mamuju"
VI|"76.02.02","Tapalang"
WI|"76.02.03","Kalukku"
XI|"76.02.04","Kalumpang"
AJ|"76.02.07","Papalang"
BJ|"76.02.08","Sampaga"
BK|"76.02.11","Tommo"
CK|"76.02.12","Simboro"
DK|"76.02.13","Tapalang Barat"
FK|"76.02.15","Bonehau"
GK|"76.02.16","Kepulauan Bala Balakang"
ZM|"76.03.01","Mambi"
AN|"76.03.02","Aralle"
BN|"76.03.03","Mamasa"
CN|"76.03.04","Pana"
DN|"76.03.05","Tabulahan"
EN|"76.03.06","Sumarorong"
FN|"76.03.07","Messawa"
GN|"76.03.08","Sesenapadang"
HN|"76.03.09","Tanduk Kalua"
FO|"76.03.10","Tabang"
GO|"76.03.11","Bambang"
HO|"76.03.12","Balla"
IO|"76.03.13","Nosu"
JO|"76.03.14","Tawalian"
KO|"76.03.15","Rantebulahan Timur"
LO|"76.03.16","Buntumalangka"
MO|"76.03.17","Mehalaan"
ER|"76.04.01","Tinambung"
FR|"76.04.02","Campalagian"
GR|"76.04.03","Wonomulyo"
HR|"76.04.04","Polewali"
IR|"76.04.05","Tutar"
JR|"76.04.06","Binuang"
KR|"76.04.07","Tapango"
LR|"76.04.08","Mapilli"
MR|"76.04.09","Matangnga"
KS|"76.04.10","Luyo"
LS|"76.04.11","Limboro"
MS|"76.04.12","Balanipa"
NS|"76.04.13","Anreapi"
OS|"76.04.14","Matakali"
PS|"76.04.15","Allu"
QS|"76.04.16","Bulo"
JV|"76.05.01","Banggae"
KV|"76.05.02","Pamboang"
LV|"76.05.03","Sendana"
MV|"76.05.04","Malunda"
NV|"76.05.05","Ulumanda"
OV|"76.05.06","Tammerodo Sendana"
PV|"76.05.07","Tubo Sendana"
QV|"76.05.08","Banggae Timur"
OZ|"76.06.01","Tobadak"
PZ|"76.06.02","Pangale"
QZ|"76.06.03","Budong-Budong"
RZ|"76.06.04","Topoyo"
SZ|"76.06.05","Karossa"
TY|"81.01.01","Amahai"
UY|"81.01.02","Teon Nila Serua"
YY|"81.01.06","Seram Utara"
BZ|"81.01.09","Banda"
AA|"81.01.11","Tehoru"
BA|"81.01.12","Saparua"
CA|"81.01.13","Pulau Haruku"
DA|"81.01.14","Salahutu"
EA|"81.01.15","Leihitu"
FA|"81.01.16","Nusa Laut"
GA|"81.01.17","Kota Masohi"
GB|"81.01.20","Seram Utara Barat"
HB|"81.01.21","Teluk Elpaputih"
IB|"81.01.22","Leihitu Barat"
JB|"81.01.23","Telutih"
KB|"81.01.24","Seram Utara Timur Seti"
LB|"81.01.25","Seram Utara Timur Kobi"
MB|"81.01.26","Saparua Timur"
YC|"81.02.01","Kei Kecil"
AD|"81.02.03","Kei Besar"
BD|"81.02.04","Kei Besar Selatan"
CD|"81.02.05","Kei Besar Utara Timur"
HE|"81.02.13","Kei Kecil Timur"
IE|"81.02.14","Kei Kecil Barat"
JE|"81.02.15","Manyeuw"
KE|"81.02.16","Hoat Sorbay"
